sursa,t_start,ch1_delta,ch1_delta_rel,ch1_theta,ch1_theta_rel,ch1_alfa,ch1_alfa_rel,ch1_beta,ch1_beta_rel,ch1_gama,ch1_gama_rel,ch1_alfa_beta,ch1_theta_beta,ch1_alfa_theta,ch1_frecv_varf,ch1_putere_varf,ch1_margine_95,ch1_rest_retea,ch1_rms,ch1_hjorth_mob,ch1_hjorth_comp,ch1_treceri_zero,ch2_delta,ch2_delta_rel,ch2_theta,ch2_theta_rel,ch2_alfa,ch2_alfa_rel,ch2_beta,ch2_beta_rel,ch2_gama,ch2_gama_rel,ch2_alfa_beta,ch2_theta_beta,ch2_alfa_theta,ch2_frecv_varf,ch2_putere_varf,ch2_margine_95,ch2_rest_retea,ch2_rms,ch2_hjorth_mob,ch2_hjorth_comp,ch2_treceri_zero,corelatie_canale,asimetrie_alfa,bloc,eticheta,grup
simulare-bejenaru-greu,0.0,32.17688289649223,0.15235855027053666,18.038472525479044,0.08541273348067227,144.2361596461716,0.6829627422573011,15.738791735193567,0.07452367277146686,1.0015353306107622,0.004742301220023188,9.164373102647048,1.1461154597492482,7.996029566385978,10.0,0.6447051146662321,19.0,1.6554871385835902e-06,14.299916864517996,0.2663893441320373,1.4793637522786751,0.08216432865731463,5.931932253161943,0.06628884569177311,44.1335093940071,0.49318826803801114,15.733640483028665,0.1758221135437584,22.319465511313602,0.24941815618573074,1.3675822082069031,0.0152826165407265,0.704929088694054,1.9773551195316972,0.3565010056772222,6.0,0.6128678155657334,19.5,4.684577319327878e-06,10.203694619011966,0.28925335641037586,1.7507490406435053,0.08617234468937876,-0.05607050479574172,0.803292365554982,0,repaus,simulare-bejenaru-greu#0
simulare-bejenaru-greu,0.5,10.787088985210278,0.06444145572103144,17.33502808738249,0.10355847128428217,122.63224025012846,0.7325980244424111,15.51850248048543,0.09270665068435274,1.1207669315436863,0.006695397867922644,7.902324364373361,1.1170554703445996,7.074245258326857,10.5,0.7192449677426455,19.0,4.2451290845018954e-07,13.990234890632502,0.26857741303134,1.4734175905406668,0.08617234468937876,13.447911366152661,0.13507929867266616,45.43347688998106,0.45636248094303195,14.52339585165471,0.14588214277830158,24.52435450744918,0.24633807563633728,1.6265408878119507,0.016338001969662883,0.5922029812137679,1.8525860436481953,0.3196628751707399,6.0,0.5719215917444335,19.5,1.6055400944869155e-06,9.920034856175151,0.2926109789349833,1.7486902102927127,0.08016032064128256,-0.17655894570607927,0.7882202107848212,0,repaus,simulare-bejenaru-greu#0
simulare-bejenaru-greu,1.0,5.287368369417112,0.030863024066636977,19.13609308818695,0.11169974555550549,127.76625354773077,0.7457874471080909,18.36475306769266,0.10719733831757364,0.7627806191631206,0.004452444952192903,6.95714519420888,1.042001110368929,6.6767157203370395,10.0,0.716681900993429,19.0,1.130183786706517e-06,13.093459602351764,0.2759976811831223,1.4096009719881137,0.0841683366733467,13.346492446089846,0.12504025714314485,55.69708935241286,0.5218133830204047,12.99754774477651,0.121771073471315,23.53527240107154,0.22049662297798112,1.1611620292334766,0.010878663387154356,0.552258224306116,2.3665368474714157,0.23336134609363463,6.0,0.5987038498289415,19.5,1.3070240805615e-06,9.77011817134394,0.303517505182217,1.6669479633972384,0.08216432865731463,-0.24185983707840805,0.8153282644340132,0,repaus,simulare-bejenaru-greu#0
simulare-bejenaru-greu,1.5,8.994189183182351,0.054250074267023926,19.636346565666923,0.11844016595874321,121.10907519664124,0.7304912305061936,15.53322467490863,0.09369144622795254,0.5184430958679578,0.0031270830400868927,7.79677611901623,1.264151325731238,6.167597154166846,10.0,0.728474891831768,19.0,1.5523067409733226e-06,13.198513485228636,0.27501255129629953,1.4169416402032242,0.0841683366733467,7.057501084497597,0.08201985512174514,38.66358574702556,0.44933492230330335,13.986920750123112,0.16255119195721596,25.07694408717726,0.29143563653774496,1.2612998640752426,0.014658394079990804,0.5577601761003697,1.541798139861692,0.36175953367695973,6.0,0.5632129607596452,19.5,1.0431071792706487e-06,11.586422033109523,0.2549895362164232,1.9029287537125958,0.08016032064128256,-0.30342390463342195,0.7929336002580747,0,repaus,simulare-bejenaru-greu#0
simulare-bejenaru-greu,2.0,6.523805434511061,0.03691590090964028,22.071938487548397,0.12489727081369945,134.10214138936442,0.7588364510554064,13.126658737537623,0.07427910566831927,0.8961988764108509,0.005071271552934268,10.216014910624553,1.6814590010198425,6.075684809697002,10.0,0.7229488391495104,19.0,1.024312968917666e-06,13.161358157808458,0.2766115146158529,1.4067605320212901,0.08617234468937876,87.75147856324537,0.491459566819572,45.84036790674374,0.256732851949166,15.35204970566244,0.08598045094704057,28.670538029529425,0.16057176962917127,0.9383593259729647,0.005255360655050405,0.5354643045013835,1.598866678383577,0.33490241040155233,6.0,0.19090590831455773,19.0,7.001118930858644e-07,23.62829930250831,0.13780379507359033,3.2153178110178993,0.06813627254509018,-0.27224385443753907,0.7945584584389312,0,repaus,simulare-bejenaru-greu#0
simulare-bejenaru-greu,2.5,10.03799058901319,0.05959225721495089,21.89067384830218,0.12995774951258107,120.13739711271259,0.7132163161929479,15.257169195432953,0.09057680847613227,1.121313195975745,0.006656868603387911,7.874160374958302,1.43477951695357,5.488062996381006,10.0,0.7258525627095976,19.0,9.385348240194316e-07,13.15017136781395,0.27809391502885156,1.3737093998507606,0.08216432865731463,878.4457793377484,0.832854787717634,137.63993009424013,0.13049647167356174,10.772895049102868,0.010213786018744396,26.924871193496514,0.025527480932391516,0.9571493328671757,0.0009074736576685957,0.4001094367985305,5.11199957485724,0.0782686756795562,6.0,0.03602622255565868,6.5,1.9846605063911457e-07,23.541117892839473,0.13782395543856057,3.2215376445934463,0.07414829659318638,-0.2874427267861271,0.8354156136816696,0,repaus,simulare-bejenaru-greu#0
simulare-bejenaru-greu,3.0,10.238654922094264,0.056436002291187885,18.60044928305667,0.10252665084848785,132.59344711157263,0.730862026498945,19.168210391902488,0.10565617982309225,0.8198653100414722,0.004519140538286812,6.917361840288755,0.9703800669317744,7.1285077631083515,10.0,0.7496498130641682,19.0,8.154070409464854e-07,13.19274208386555,0.2743387191961026,1.4022003206199005,0.08216432865731463,643.0572615551253,0.8013792821599223,129.61289143511584,0.16152385192845073,8.238644543678781,0.010267015777751373,20.34812541963505,0.025357875755344914,1.181168310698032,0.0014719743785306652,0.4048846944755338,6.369770618282364,0.0635634654273803,6.0,0.07829570614907137,6.0,2.686391771110451e-07,23.7229738336949,0.136766344470426,3.2344007037195626,0.07214428857715431,-0.3017552225712635,0.8830004660607257,0,repaus,simulare-bejenaru-greu#0
simulare-bejenaru-greu,3.5,11.647013511509979,0.06464176737267396,17.398684662778514,0.0965639582585175,134.42315330316342,0.7460582231434062,15.791060405260346,0.08764152735599816,0.9179202666222218,0.005094523869403831,8.512610923734048,1.1018059722564695,7.7260526245836605,10.0,0.8278074501987933,19.0,1.0548130387584338e-06,13.369270542289003,0.27207809926106075,1.4202480692555841,0.08016032064128256,27.464896683075743,0.24739803618011855,43.526627083290734,0.39207873913416647,13.264939188338975,0.11948779356836249,25.754480154583238,0.2319909623767128,1.0040718323815876,0.009044468740639714,0.5150536570227903,1.690060401997467,0.3047545853473953,6.0,0.472276789015819,19.0,2.6626884439070665e-06,22.913084761693074,0.1476821559449856,3.110242472845811,0.0781563126252505,-0.31454711563851634,0.820365488313119,0,repaus,simulare-bejenaru-greu#0
simulare-bejenaru-greu,4.0,9.007530248457444,0.050403184248502486,28.94297362071844,0.16195538531268813,124.93502583996121,0.6990954182564503,14.86587312577117,0.08318454909451153,0.9581446422446038,0.005361463087847041,8.404149879590754,1.9469407128561793,4.31659260299806,10.0,0.7887968100158638,19.0,1.7630514383471003e-06,13.505023053654815,0.2755440970783134,1.4195023000301807,0.08216432865731463,12.3379177772855,0.13388998991711246,29.403881383858078,0.3190883140149191,15.446059530676958,0.167619268676668,33.34221400810504,0.36182675050551094,1.6195927449934866,0.017575676885789357,0.46325836451419306,0.8818814904346303,0.5253068235799788,6.0,0.41290224690289684,19.5,1.5201852968815236e-06,11.271823106032802,0.2830189027887031,1.7641944352988905,0.09218436873747494,-0.4544133101057932,0.7799410157017118,0,repaus,simulare-bejenaru-greu#0
simulare-bejenaru-greu,4.5,5.563315677361559,0.029704059933571773,34.840287446293836,0.186021798227058,126.09003510069746,0.6732290915825868,19.749948477442683,0.10545036220866341,1.0478370902045637,0.005594688048120446,6.384322229736986,1.7640697891483879,3.61908710698971,10.0,0.7701185977396824,19.0,1.735427521088236e-06,13.570588291789404,0.2746117223389031,1.4352977089992203,0.08216432865731463,59.18601092537997,0.35957858128986486,48.836538251019334,0.29670141414919177,16.629095537870224,0.10102837626917852,38.43591745124911,0.23351350178202243,1.5107037074664584,0.009178126509742314,0.4326446886291198,1.2705963975742751,0.34050520641731064,6.0,0.3492918783299879,19.5,9.199929450512105e-07,25.43345011537351,0.14317498212006585,3.100691302005797,0.07214428857715431,-0.2671889122179281,0.7669675331755914,0,repaus,simulare-bejenaru-greu#0
